AllelicCNV.wdl,"""gatk4AcnvAllelicCnvForCaptureWorkflow.gatk4AcnvAllelicCnvForCapture.memoryGb"":""Int""",memoryGb,Int
AllelicCNV.wdl,"""gatk4AcnvAllelicCnvForCaptureWorkflow.gatk4AcnvAllelicCnvForCapture.numBurninCopyRatio"":""Int""",numBurninCopyRatio,Int
AllelicCNV.wdl,"""gatk4AcnvAllelicCnvForCaptureWorkflow.gatk4AcnvAllelicCnvForCapture.numSamplesAlleleFraction"":""Int""",numSamplesAlleleFraction,Int
AllelicCNV.wdl,"""gatk4AcnvAllelicCnvForCaptureWorkflow.gatk4AcnvAllelicCnvForCapture.intervalThresholdAlleleFraction"":""Float""",intervalThresholdAlleleFraction,Float
ApplySnpMafliteValidationForCapture.wdl,"""ApplySnpMafliteValidationForCaptureWorkflow.ApplySnpMafliteValidationForCapture.memoryGb"":""Int""",memoryGb,Int
ApplySnpMafliteValidationForCapture.wdl,"""ApplySnpMafliteValidationForCaptureWorkflow.ApplySnpMafliteValidationForCapture.diskSpaceGb"":""Int""",diskSpaceGb,Int
ApplySnpMafliteValidationForCapture.wdl,"""ApplySnpMafliteValidationForCaptureWorkflow.ApplySnpMafliteValidationForCapture.matchmode"":""String""",matchmode,String
ApplySnpMafliteValidationForCapture.wdl,"""ApplySnpMafliteValidationForCaptureWorkflow.ApplySnpMafliteValidationForCapture.inputMaf"":""File""",inputMaf,File
ApplySnpMafliteValidationForCapture.wdl,"""ApplySnpMafliteValidationForCaptureWorkflow.ApplySnpMafliteValidationForCapture.tumorSampleName"":""String""",tumorSampleName,String
Array_of_Files.wdl,"""fof_usage_wf.file_of_files"":""File""",file_of_files,File
BedToIntervalList.wdl,"""BedToIntervalListWorkflow.BedToIntervalList.memoryGb"":""Int""",memoryGb,Int
BedToIntervalList.wdl,"""BedToIntervalListWorkflow.BedToIntervalList.diskSpaceGb"":""Int""",diskSpaceGb,Int
BedToIntervalList.wdl,"""BedToIntervalListWorkflow.BedToIntervalList.refFastaDict"":""File""",refFastaDict,File
BedToIntervalList.wdl,"""BedToIntervalListWorkflow.BedToIntervalList.bedFile"":""File""",bedFile,File
BuildBamIndex.wdl,"""BuildBamIndex.bam_index_prefix"":""String""",bam_index_prefix,String
BuildBamIndex.wdl,"""BuildBamIndex.input_bam"":""File""",input_bam,File
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.binSize"":""Int""",binSize,Int
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.mdArchives"":""Array[File]""",mdArchives,Array[File]
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.numPreempt"":""Int""",numPreempt,Int
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.numThreads"":""Int""",numThreads,Int
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.memory"":""Int""",memory,Int
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.diskSize"":""Int""",diskSize,Int
BuildReadDepthProfiles.wdl,"""gs_build_profiles_wf.gs_build_profiles.gsReferenceBundle"":""File""",gsReferenceBundle,File
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.additional_args"":""(optional)String?""",additional_args,(optional)String?
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.oncotator_docker"":""(optional)String?""",oncotator_docker,(optional)String?
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.preemptible_attempts"":""(optional)Int?""",preemptible_attempts,(optional)Int?
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.OncotateSegments.disk_space_gb"":""(optional)Int?""",disk_space_gb,(optional)Int?
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.OncotateSegments.cpu"":""(optional)Int?""",cpu,(optional)Int?
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.called_file"":""File""",called_file,File
CNV_Oncotator_Workflow.wdl,"""CNVOncotatorWorkflow.mem_gb_for_oncotator"":""(optional)Int?""",mem_gb_for_oncotator,(optional)Int?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.additional_args"":""(optional)String?""",additional_args,(optional)String?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.oncotator_docker"":""(optional)String?""",oncotator_docker,(optional)String?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.preemptible_attempts"":""(optional)Int?""",preemptible_attempts,(optional)Int?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.OncotateSegments.disk_space_gb"":""(optional)Int?""",disk_space_gb,(optional)Int?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.OncotateSegments.cpu"":""(optional)Int?""",cpu,(optional)Int?
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.called_file"":""File""",called_file,File
CNV_Oncotator_Workflow_update.wdl,"""CNVOncotatorWorkflow.mem_gb_for_oncotator"":""(optional)Int?""",mem_gb_for_oncotator,(optional)Int?
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.memoryGb"":""Int""",memoryGb,Int
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.tumorSampleName"":""String""",tumorSampleName,String
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.tnFile"":""File""",tnFile,File
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.segFile"":""File""",segFile,File
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.hetFile"":""File""",hetFile,File
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.rhoThreshold"":""Float""",rhoThreshold,Float
CallCNLoHAndSplits.wdl,"""GATK4AcnvCallCnLohAndBalancedSegmentsForCaptureWorkflow.GATK4AcnvCallCnLohAndBalancedSegmentsForCapture.diskSpaceGb"":""Int""",diskSpaceGb,Int
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.tumorBam"":""File""",tumorBam,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.oncotatorDataSourceTarGz"":""File""",oncotatorDataSourceTarGz,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.normalPanel"":""File""",normalPanel,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.normalName"":""String""",normalName,String
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.refFastaIdx"":""File""",refFastaIdx,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.picard_hapMapVCF"":""File""",picard_hapMapVCF,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.dbSNPVCFIdx"":""File""",dbSNPVCFIdx,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.cosmicVCF"":""File""",cosmicVCF,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.oncotatorMode"":""String""",oncotatorMode,String
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.downsampleToCoverage"":""Int""",downsampleToCoverage,Int
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.tumorBai"":""File""",tumorBai,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.tumorName"":""String""",tumorName,String
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.readgroupBlacklist"":""File""",readgroupBlacklist,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.hdSize"":""String""",hdSize,String
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.pairID"":""String""",pairID,String
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.contEstIntervalList"":""File""",contEstIntervalList,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.normalBai"":""File""",normalBai,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.dbSNPVCF"":""File""",dbSNPVCF,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.mutectIntervalList"":""File""",mutectIntervalList,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.refFasta"":""File""",refFasta,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.normalBam"":""File""",normalBam,File
CallSomaticMutations.wdl,"""CallSomaticMutations_Workflow.refFastaDict"":""File""",refFastaDict,File
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.callStatsFile"":""File""",callStatsFile,File
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.pairName"":""String""",pairName,String
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.diskSpaceGb"":""Int""",diskSpaceGb,Int
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.genomeBuild"":""Int""",genomeBuild,Int
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.triallelic_mode_KEEP_or_REJECT"":""String""",triallelic_mode_KEEP_or_REJECT,String
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.mode"":""String""",mode,String
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.f_threshold"":""Int""",f_threshold,Int
CallStatsToMAFLiteForCapture.wdl,"""callStatsToMafLiteForCaptureWorkflow.callStatsToMafLiteForCapture.memoryGb"":""Int""",memoryGb,Int
CleanSam.wdl,"""cleanSamWorkflow.cleanSam.sampleName"":""String""",sampleName,String
CleanSam.wdl,"""cleanSamWorkflow.cleanSam.memoryGb"":""Int""",memoryGb,Int
CleanSam.wdl,"""cleanSamWorkflow.cleanSam.inputBam"":""File""",inputBam,File
CleanSam.wdl,"""cleanSamWorkflow.cleanSam.diskSpaceGb"":""Int""",diskSpaceGb,Int
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.top_genes_for_cluster.selectedgenes"":""String""",selectedgenes,String
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.nmf_consensus_clustering.k_final"":""Int""",k_final,Int
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.cnmf_report.report"":""String""",report,String
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.nmf_consensus_clustering.k_int"":""Int""",k_int,Int
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.cnmf_select_cluster.inputallexp"":""File""",inputallexp,File
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.cnmf_select_cluster.measure"":""String""",measure,String
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.top_genes_for_cluster.outputprefix"":""String""",outputprefix,String
ClusterAnalysisCNMF.wdl,"""clustering_cnmf.top_genes_for_cluster.expfile"":""File""",expfile,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.target_interval_list"":""File""",target_interval_list,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.ref_fasta"":""File""",ref_fasta,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.ref_fasta_index"":""File""",ref_fasta_index,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.ref_fasta_dict"":""File""",ref_fasta_dict,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.collectHsMetrics.memory"":""Int""",memory,Int
CollectHsMetrics.wdl,"""collectHsMetricsTest.bait_interval_list"":""File""",bait_interval_list,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.collectHsMetrics.sampleName"":""String""",sampleName,String
CollectHsMetrics.wdl,"""collectHsMetricsTest.collectHsMetrics.inputBam"":""File""",inputBam,File
CollectHsMetrics.wdl,"""collectHsMetricsTest.collectHsMetrics.disks"":""Int""",disks,Int
CollectMultipleMetrics.wdl,"""collectMultipleMetricsTest.collectMultipleMetrics.sampleName"":""String""",sampleName,String
CollectMultipleMetrics.wdl,"""collectMultipleMetricsTest.collectMultipleMetrics.memoryGb"":""Int""",memoryGb,Int
CollectMultipleMetrics.wdl,"""collectMultipleMetricsTest.collectMultipleMetrics.refFasta"":""File""",refFasta,File
CollectMultipleMetrics.wdl,"""collectMultipleMetricsTest.collectMultipleMetrics.diskSpaceGb"":""Int""",diskSpaceGb,Int
CollectMultipleMetrics.wdl,"""collectMultipleMetricsTest.collectMultipleMetrics.inputBam"":""File""",inputBam,File
CollectQualityYieldMetrics.wdl,"""collectQualityYieldMetricsWorkflow.collectQualityYieldMetrics.memoryGb"":""Int""",memoryGb,Int
CollectQualityYieldMetrics.wdl,"""collectQualityYieldMetricsWorkflow.collectQualityYieldMetrics.inputBam"":""File""",inputBam,File
CollectQualityYieldMetrics.wdl,"""collectQualityYieldMetricsWorkflow.collectQualityYieldMetrics.diskSpaceGb"":""Int""",diskSpaceGb,Int
CollectQualityYieldMetrics.wdl,"""collectQualityYieldMetricsWorkflow.collectQualityYieldMetrics.sampleName"":""String""",sampleName,String
CombineGvcf.wdl,"""JointGenotyping.medium_disk"":""Int""",medium_disk,Int
CombineGvcf.wdl,"""JointGenotyping.sample_map"":""File""",sample_map,File
CombineGvcf.wdl,"""JointGenotyping.vid_mapping_file"":""File""",vid_mapping_file,File
CombineGvcf.wdl,"""JointGenotyping.gvcf_array"":""File""",gvcf_array,File
CombineGvcf.wdl,"""JointGenotyping.tiledb_partition_list_file"":""File""",tiledb_partition_list_file,File
CombineGvcf.wdl,"""JointGenotyping.ref_fasta_index"":""File""",ref_fasta_index,File
CombineGvcf.wdl,"""JointGenotyping.size_per_column_partition"":""Int""",size_per_column_partition,Int
CombineGvcf.wdl,"""JointGenotyping.num_partitions"":""Int""",num_partitions,Int
CombineGvcf.wdl,"""JointGenotyping.ref_fasta"":""File""",ref_fasta,File
CombineGvcf.wdl,"""JointGenotyping.gvcf_string_array"":""Array[String]""",gvcf_string_array,Array[String]
CombineGvcf.wdl,"""JointGenotyping.vcf_header"":""File""",vcf_header,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.pop_vcf"":""File""",pop_vcf,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.normalBamIndex"":""File""",normalBamIndex,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.memoryGb"":""Int""",memoryGb,Int
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.normalBam"":""File""",normalBam,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.diskSpaceGb"":""Int""",diskSpaceGb,Int
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.targetsIntervalList"":""File""",targetsIntervalList,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.inputBam"":""File""",inputBam,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.ref_fasta"":""File""",ref_fasta,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.dbsnp_six_interval_list"":""File""",dbsnp_six_interval_list,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.ref_fasta_index"":""File""",ref_fasta_index,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.sampleName"":""String""",sampleName,String
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.contestForCaptureArrayFree.inputBamIndex"":""File""",inputBamIndex,File
ContestForCaptureArrayFree.wdl,"""contestForCaptureArrayFreeWorkflow.ref_fasta_dict"":""File""",ref_fasta_dict,File
ConvertBedToTargetFile.wdl,"""ConvertBedToTargetFileWorkflow.ConvertBedToTargetFile.memoryGb"":""Int""",memoryGb,Int
ConvertBedToTargetFile.wdl,"""ConvertBedToTargetFileWorkflow.ConvertBedToTargetFile.targetBed"":""File""",targetBed,File
ConvertBedToTargetFile.wdl,"""ConvertBedToTargetFileWorkflow.ConvertBedToTargetFile.diskSpaceGb"":""Int""",diskSpaceGb,Int
CramToBam.wdl,"""CramToBamWorkflow.ref_fasta_index"":""File""",ref_fasta_index,File
CramToBam.wdl,"""CramToBamWorkflow.ref_dict"":""File""",ref_dict,File
CramToBam.wdl,"""CramToBamWorkflow.picard_jar"":""String""",picard_jar,String
CramToBam.wdl,"""CramToBamWorkflow.CramToBam.mem_size"":""(optional)Int?""",mem_size,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.CramToBam.preemptible_attempts"":""(optional)Int?""",preemptible_attempts,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.ValidateBam.mem_size"":""(optional)Int?""",mem_size,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.ValidateBam.disk_size"":""(optional)Int?""",disk_size,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.cram_file"":""File""",cram_file,File
CramToBam.wdl,"""CramToBamWorkflow.docker_image"":""String""",docker_image,String
CramToBam.wdl,"""CramToBamWorkflow.sample_id"":""String""",sample_id,String
CramToBam.wdl,"""CramToBamWorkflow.ValidateBam.preemptible_attempts"":""(optional)Int?""",preemptible_attempts,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.CramToBam.disk_size"":""(optional)Int?""",disk_size,(optional)Int?
CramToBam.wdl,"""CramToBamWorkflow.ref_fasta"":""File""",ref_fasta,File
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.numPreempt"":""Int""",numPreempt,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.mergeBatches.cpu"":""Int""",cpu,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.createFinalCallset.diskSize"":""Int""",diskSize,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.genotypingParallelRecords"":""Int""",genotypingParallelRecords,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.mergeBatches.diskSize"":""Int""",diskSize,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.diskSize"":""Int""",diskSize,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.memory"":""Int""",memory,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.filterRedundantSites.memory"":""Int""",memory,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.filterRedundantSites.cpu"":""Int""",cpu,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.credentialsKeyFile"":""File""",credentialsKeyFile,File
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.batchInfo"":""File""",batchInfo,File
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.setupRedundancyFiltering.windowSize"":""Int""",windowSize,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.numThreads"":""Int""",numThreads,Int
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.referenceBundle"":""File""",referenceBundle,File
CreateDeletionCallset.wdl,"""gs_create_del_callset_wf.mergeBatches.memory"":""Int""",memory,Int
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.ref_fasta_index"":""File""",ref_fasta_index,File
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.input_bam_index"":""String""",input_bam_index,String
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.ref_fasta"":""File""",ref_fasta,File
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.input_bam"":""String""",input_bam,String
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.sample_name"":""String""",sample_name,String
DellyForGermlineSV_hg19_scattered.wdl,"""DellyGermlineGenomeWorkflow.scatterIntervals"":""Array[File]""",scatterIntervals,Array[File]
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.diskSpaceGb"":""Int""",diskSpaceGb,Int
DepthOfCoverage.wdl,"""depthOfCoverageTest.interval_list"":""File""",interval_list,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.sampleName"":""String""",sampleName,String
DepthOfCoverage.wdl,"""depthOfCoverageTest.ref_fasta_dict"":""File""",ref_fasta_dict,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.minMappingQuality"":""Int""",minMappingQuality,Int
DepthOfCoverage.wdl,"""depthOfCoverageTest.ref_fasta_index"":""File""",ref_fasta_index,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.ref_fasta"":""File""",ref_fasta,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.gene_list"":""File""",gene_list,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.inputBamIndex"":""File""",inputBamIndex,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.inputBam"":""File""",inputBam,File
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.minBaseQuality"":""Int""",minBaseQuality,Int
DepthOfCoverage.wdl,"""depthOfCoverageTest.depthOfCov.memoryGb"":""Int""",memoryGb,Int
DropSeq_v1.wdl,"""dropseq.genome_dict"":""File""",genome_dict,File
DropSeq_v1.wdl,"""dropseq.fastq1"":""File""",fastq1,File
DropSeq_v1.wdl,"""dropseq.star_genome_refs_zipped"":""File""",star_genome_refs_zipped,File
DropSeq_v1.wdl,"""dropseq.reference_rrna_interval"":""File""",reference_rrna_interval,File
DropSeq_v1.wdl,"""dropseq.genome_fasta"":""File""",genome_fasta,File
DropSeq_v1.wdl,"""dropseq.five_adaptor"":""String""",five_adaptor,String
DropSeq_v1.wdl,"""dropseq.selectCellsByReadsSCM.estimated_beads"":""(optional)Int?""",estimated_beads,(optional)Int?
DropSeq_v1.wdl,"""dropseq.plotSingleOrganism.estimated_beads"":""(optional)Int?""",estimated_beads,(optional)Int?
DropSeq_v1.wdl,"""dropseq.java_memory"":""(optional)String?""",java_memory,(optional)String?
DropSeq_v1.wdl,"""dropseq.sample_name"":""String""",sample_name,String
DropSeq_v1.wdl,"""dropseq.fastq2"":""File""",fastq2,File
DropSeq_v1.wdl,"""dropseq.reference_refflat"":""File""",reference_refflat,File
